# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Aug 20 2016 at 07:07:50+0000
# parameter filename: "/home/admin/simulations/TWO_BH/2BH_Equal_mass/2bh_m1m2_0.47656_py/2bh_m1m2_0.47656_py/manybhmid_2bh_m1m2_0.47656_py_40x41x49.par"
#
# ADMCONSTRAINTS::HAMILTONIAN y (admconstraints-hamiltonian)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
0	0	0 0 0	640 0 4	0	0 -0.0125 0	-3.00472102214371e-07
0	0	0 0 0	640 1 4	0	0 -0.009375 0	-3.00472102214371e-07
0	0	0 0 0	640 2 4	0	0 -0.00625 0	7.86669468715723e-11
0	0	0 0 0	640 3 4	0	0 -0.003125 0	3.92863508651836e-12
0	0	0 0 0	640 4 4	0	0 0 0	-4.6621672744173e-10
0	0	0 0 0	640 5 4	0	0 0.003125 0	3.92863508651836e-12
0	0	0 0 0	640 6 4	0	0 0.00625 0	7.86669468715723e-11
0	0	0 0 0	640 7 4	0	0 0.009375 0	-3.00472102214371e-07
0	0	0 0 0	640 8 4	0	0 0.0125 0	-3.00472102214371e-07


# iteration 1   time 0.00078125
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
1	0	0 0 0	640 0 4	0.00078125	0 -0.0125 0	-3.00472102214371e-07
1	0	0 0 0	640 1 4	0.00078125	0 -0.009375 0	-3.00472102214371e-07
1	0	0 0 0	640 2 4	0.00078125	0 -0.00625 0	-nan
1	0	0 0 0	640 3 4	0.00078125	0 -0.003125 0	-nan
1	0	0 0 0	640 4 4	0.00078125	0 0 0	-nan
1	0	0 0 0	640 5 4	0.00078125	0 0.003125 0	-nan
1	0	0 0 0	640 6 4	0.00078125	0 0.00625 0	-nan
1	0	0 0 0	640 7 4	0.00078125	0 0.009375 0	-3.00472102214371e-07
1	0	0 0 0	640 8 4	0.00078125	0 0.0125 0	-3.00472102214371e-07


# iteration 2   time 0.0015625
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
2	0	0 0 0	640 0 4	0.0015625	0 -0.0125 0	-3.00472102214371e-07
2	0	0 0 0	640 1 4	0.0015625	0 -0.009375 0	-3.00472102214371e-07
2	0	0 0 0	640 2 4	0.0015625	0 -0.00625 0	-nan
2	0	0 0 0	640 3 4	0.0015625	0 -0.003125 0	-nan
2	0	0 0 0	640 4 4	0.0015625	0 0 0	-nan
2	0	0 0 0	640 5 4	0.0015625	0 0.003125 0	-nan
2	0	0 0 0	640 6 4	0.0015625	0 0.00625 0	-nan
2	0	0 0 0	640 7 4	0.0015625	0 0.009375 0	-3.00472102214371e-07
2	0	0 0 0	640 8 4	0.0015625	0 0.0125 0	-3.00472102214371e-07


# iteration 3   time 0.00234375
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
3	0	0 0 0	640 0 4	0.00234375	0 -0.0125 0	-3.00472102214371e-07
3	0	0 0 0	640 1 4	0.00234375	0 -0.009375 0	-3.00472102214371e-07
3	0	0 0 0	640 2 4	0.00234375	0 -0.00625 0	-nan
3	0	0 0 0	640 3 4	0.00234375	0 -0.003125 0	-nan
3	0	0 0 0	640 4 4	0.00234375	0 0 0	-nan
3	0	0 0 0	640 5 4	0.00234375	0 0.003125 0	-nan
3	0	0 0 0	640 6 4	0.00234375	0 0.00625 0	-nan
3	0	0 0 0	640 7 4	0.00234375	0 0.009375 0	-3.00472102214371e-07
3	0	0 0 0	640 8 4	0.00234375	0 0.0125 0	-3.00472102214371e-07


# iteration 4   time 0.003125
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
4	0	0 0 0	640 0 4	0.003125	0 -0.0125 0	-3.00472102214371e-07
4	0	0 0 0	640 1 4	0.003125	0 -0.009375 0	-3.00472102214371e-07
4	0	0 0 0	640 2 4	0.003125	0 -0.00625 0	-nan
4	0	0 0 0	640 3 4	0.003125	0 -0.003125 0	-nan
4	0	0 0 0	640 4 4	0.003125	0 0 0	-nan
4	0	0 0 0	640 5 4	0.003125	0 0.003125 0	-nan
4	0	0 0 0	640 6 4	0.003125	0 0.00625 0	-nan
4	0	0 0 0	640 7 4	0.003125	0 0.009375 0	-3.00472102214371e-07
4	0	0 0 0	640 8 4	0.003125	0 0.0125 0	-3.00472102214371e-07


# iteration 5   time 0.00390625
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:ham
5	0	0 0 0	640 0 4	0.00390625	0 -0.0125 0	-3.00472102214371e-07
5	0	0 0 0	640 1 4	0.00390625	0 -0.009375 0	-3.00472102214371e-07
5	0	0 0 0	640 2 4	0.00390625	0 -0.00625 0	-nan
5	0	0 0 0	640 3 4	0.00390625	0 -0.003125 0	-nan
5	0	0 0 0	640 4 4	0.00390625	0 0 0	-nan
5	0	0 0 0	640 5 4	0.00390625	0 0.003125 0	-nan
5	0	0 0 0	640 6 4	0.00390625	0 0.00625 0	-nan
5	0	0 0 0	640 7 4	0.00390625	0 0.009375 0	-3.00472102214371e-07
5	0	0 0 0	640 8 4	0.00390625	0 0.0125 0	-3.00472102214371e-07


