# 1D ASCII output created by CarpetIOASCII
# created on 127.0.0.1ip-172-30-0-219 by admin on Jun 28 2016 at 20:09:42+0000
# parameter filename: "/home/admin/simulations/GenerateSimulations/1bh/manybhmid_1bh_12x13x17.par"
#
# ADMBASE::METRIC z (admbase-metric)
#
# iteration 0   time 0
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
0	0	0 0 0	640 4 0	0	0 0 -0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639
0	0	0 0 0	640 4 1	0	0 0 -0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
0	0	0 0 0	640 4 2	0	0 0 -0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
0	0	0 0 0	640 4 3	0	0 0 -0.003125	1.85262288244063 0 0 1.85262288244063 0 1.85262288244063
0	0	0 0 0	640 4 4	0	0 0 0	1.85262345679012 0 0 1.85262345679012 0 1.85262345679012
0	0	0 0 0	640 4 5	0	0 0 0.003125	1.85262288244063 0 0 1.85262288244063 0 1.85262288244063
0	0	0 0 0	640 4 6	0	0 0 0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
0	0	0 0 0	640 4 7	0	0 0 0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
0	0	0 0 0	640 4 8	0	0 0 0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639


# iteration 1   time 0.00078125
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
1	0	0 0 0	640 4 0	0.00078125	0 0 -0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639
1	0	0 0 0	640 4 1	0.00078125	0 0 -0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
1	0	0 0 0	640 4 2	0.00078125	0 0 -0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
1	0	0 0 0	640 4 3	0.00078125	0 0 -0.003125	-nan -nan -nan -nan -nan -nan
1	0	0 0 0	640 4 4	0.00078125	0 0 0	-nan -nan -nan -nan -nan -nan
1	0	0 0 0	640 4 5	0.00078125	0 0 0.003125	-nan -nan -nan -nan -nan -nan
1	0	0 0 0	640 4 6	0.00078125	0 0 0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
1	0	0 0 0	640 4 7	0.00078125	0 0 0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
1	0	0 0 0	640 4 8	0.00078125	0 0 0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639


# iteration 2   time 0.0015625
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
2	0	0 0 0	640 4 0	0.0015625	0 0 -0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639
2	0	0 0 0	640 4 1	0.0015625	0 0 -0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
2	0	0 0 0	640 4 2	0.0015625	0 0 -0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
2	0	0 0 0	640 4 3	0.0015625	0 0 -0.003125	-nan -nan -nan -nan -nan -nan
2	0	0 0 0	640 4 4	0.0015625	0 0 0	-nan -nan -nan -nan -nan -nan
2	0	0 0 0	640 4 5	0.0015625	0 0 0.003125	-nan -nan -nan -nan -nan -nan
2	0	0 0 0	640 4 6	0.0015625	0 0 0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
2	0	0 0 0	640 4 7	0.0015625	0 0 0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
2	0	0 0 0	640 4 8	0.0015625	0 0 0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639


# iteration 3   time 0.00234375
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
3	0	0 0 0	640 4 0	0.00234375	0 0 -0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639
3	0	0 0 0	640 4 1	0.00234375	0 0 -0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
3	0	0 0 0	640 4 2	0.00234375	0 0 -0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
3	0	0 0 0	640 4 3	0.00234375	0 0 -0.003125	-nan -nan -nan -nan -nan -nan
3	0	0 0 0	640 4 4	0.00234375	0 0 0	-nan -nan -nan -nan -nan -nan
3	0	0 0 0	640 4 5	0.00234375	0 0 0.003125	-nan -nan -nan -nan -nan -nan
3	0	0 0 0	640 4 6	0.00234375	0 0 0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
3	0	0 0 0	640 4 7	0.00234375	0 0 0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
3	0	0 0 0	640 4 8	0.00234375	0 0 0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639


# iteration 4   time 0.003125
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
4	0	0 0 0	640 4 0	0.003125	0 0 -0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639
4	0	0 0 0	640 4 1	0.003125	0 0 -0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
4	0	0 0 0	640 4 2	0.003125	0 0 -0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
4	0	0 0 0	640 4 3	0.003125	0 0 -0.003125	-nan -nan -nan -nan -nan -nan
4	0	0 0 0	640 4 4	0.003125	0 0 0	-nan -nan -nan -nan -nan -nan
4	0	0 0 0	640 4 5	0.003125	0 0 0.003125	-nan -nan -nan -nan -nan -nan
4	0	0 0 0	640 4 6	0.003125	0 0 0.00625	1.85262115939855 0 0 1.85262115939855 0 1.85262115939855
4	0	0 0 0	640 4 7	0.003125	0 0 0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
4	0	0 0 0	640 4 8	0.003125	0 0 0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639


# iteration 5   time 0.00390625
# time level 0
# refinement level 0   multigrid level 0   map 0   component 0
# column format: 1:it	2:tl	3:rl 4:c 5:ml	6:ix 7:iy 8:iz	9:time	10:x 11:y 12:z	13:data
# data columns: 13:gxx 14:gxy 15:gxz 16:gyy 17:gyz 18:gzz
5	0	0 0 0	640 4 0	0.00390625	0 0 -0.0125	1.85261426732639 0 0 1.85261426732639 0 1.85261426732639
5	0	0 0 0	640 4 1	0.00390625	0 0 -0.009375	1.85261828768312 0 0 1.85261828768312 0 1.85261828768312
